carrier,node,time_operation,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4,value_scenario_S5
Bauxite_reserves,CHN,3,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1610.12354208
Bauxite_reserves,CHN,4,1951.20042448,1951.20042448,1951.2004244799998,1951.20042448,1951.2004244799998,1817.44042448
Bauxite_reserves,CHN,5,2183.73354864,2183.73354864,2183.7335486399998,2183.73354864,2183.73354864,2049.9735486400004
Bauxite_reserves,CHN,6,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2311.3440796800005
Bauxite_reserves,CHN,7,2739.4988473599997,2739.4988473599997,2739.49884736,2739.4988473599997,2739.4988473599997,2605.73884736
Bauxite_reserves,CHN,8,3071.7622480000005,3071.7622480000005,3071.7622480000005,3071.762248,3071.7622480000005,2938.002248
Bauxite_reserves,CHN,9,3447.5039832,3447.5039832,3447.5039832,3447.5039832,3447.5039831999998,3313.7439831999995
Bauxite_reserves,CHN,10,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_reserves,CHN,11,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_reserves,CHN,12,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_reserves,CHN,13,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
Bauxite_reserves,CZE,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,CZE,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,0,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,1,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,3,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,4,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,5,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,6,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,7,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,8,0.04,0.04,0.04,0.04,0.04,0.0
Bauxite_reserves,DEU,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,DEU,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ITA,11,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_reserves,ITA,12,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_reserves,ITA,13,0.0,0.0,0.0,0.0,0.0,0.04
Bauxite_reserves,JPN,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,JPN,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,0,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,1,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,2,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,3,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,4,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,5,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,6,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,7,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,8,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,9,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,10,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,11,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,12,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,KOR,13,0.04,0.04,0.04,0.04,0.04,0.04
Bauxite_reserves,ROE,0,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,1,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,2,176.04,176.04,176.04,176.04,176.04,309.79999999999995
Bauxite_reserves,ROE,3,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,4,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,5,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,6,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,7,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,8,176.04,176.04,176.04,176.04,176.04,309.84
Bauxite_reserves,ROE,9,176.04,176.04,176.04,176.04,176.04,309.79999999999995
Bauxite_reserves,ROE,10,179.04,179.04,179.04,179.04,179.04,449.2641705599997
Bauxite_reserves,ROE,11,179.04,179.04,179.04,179.04,179.04,531.32
Bauxite_reserves,ROE,12,179.04,179.04,179.04,179.04,179.04,531.32
Bauxite_reserves,ROE,13,179.04,179.04,179.04,179.04,179.04,531.32
Bauxite_reserves,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,ROW,10,266.46417055999996,266.46417055999996,266.4641705599995,266.46417055999996,266.46417055999996,0.0
Bauxite_reserves,ROW,11,749.6998340799998,749.6998340800008,749.6998340800008,749.6998340800008,749.6998340799998,0.0
Bauxite_reserves,ROW,12,1216.6000000000001,1299.1953921600004,1299.1953921600004,1299.1953921600004,1299.1953921600004,0.0
Bauxite_reserves,ROW,13,1602.8240000000003,1925.1022174400002,1925.1022174400002,1925.1022174399993,1925.1022174400011,0.0
Bauxite_reserves,USA,0,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,1,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,2,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,3,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,4,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,5,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,6,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,7,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,8,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,9,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,10,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,11,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,12,3.84,3.84,3.84,3.84,3.84,3.84
Bauxite_reserves,USA,13,3.84,3.84,3.84,3.84,3.84,3.84
Compressor,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
Compressor,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0
Copper,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0
